epoch_time,open,high,low,close,volume,date
1721109600,24656.1,24660.8,24650.5,24652.85,0,2024-07-16 11:30:00+05:30
1721110500,24652.9,24654.45,24631.6,24640.45,0,2024-07-16 11:45:00+05:30
1721111400,24640.0,24653.15,24638.6,24640.5,0,2024-07-16 12:00:00+05:30
1721112300,24640.9,24644.55,24620.3,24631.65,0,2024-07-16 12:15:00+05:30
1721113200,24631.85,24649.35,24622.95,24646.3,0,2024-07-16 12:30:00+05:30
1721114100,24646.6,24653.4,24644.45,24652.4,0,2024-07-16 12:45:00+05:30
1721115000,24652.6,24656.65,24643.05,24652.9,0,2024-07-16 13:00:00+05:30
1721115900,24652.0,24654.9,24628.05,24632.7,0,2024-07-16 13:15:00+05:30
1721116800,24632.75,24635.7,24610.75,24622.35,0,2024-07-16 13:30:00+05:30
1721117700,24621.85,24634.5,24615.5,24621.4,0,2024-07-16 13:45:00+05:30
1721118600,24621.8,24630.4,24603.45,24625.1,0,2024-07-16 14:00:00+05:30
1721119500,24625.15,24630.5,24607.2,24609.35,0,2024-07-16 14:15:00+05:30
1721120400,24607.95,24619.7,24587.65,24616.5,0,2024-07-16 14:30:00+05:30
1721121300,24615.9,24624.55,24609.75,24611.05,0,2024-07-16 14:45:00+05:30
1721122200,24611.15,24648.0,24604.2,24604.3,0,2024-07-16 15:00:00+05:30
1721123100,24603.6,24616.2,24593.9,24601.1,0,2024-07-16 15:15:00+05:30
1721274300,24543.8,24585.95,24534.3,24539.7,0,2024-07-18 09:15:00+05:30
1721275200,24538.45,24580.9,24515.1,24580.9,0,2024-07-18 09:30:00+05:30
1721276100,24583.85,24658.75,24580.6,24637.25,0,2024-07-18 09:45:00+05:30
1721277000,24636.05,24678.9,24633.3,24655.5,0,2024-07-18 10:00:00+05:30
1721277900,24654.05,24658.1,24634.1,24637.5,0,2024-07-18 10:15:00+05:30
1721278800,24637.55,24655.9,24619.3,24645.75,0,2024-07-18 10:30:00+05:30
1721279700,24644.45,24649.45,24591.5,24593.6,0,2024-07-18 10:45:00+05:30
1721280600,24590.2,24609.1,24531.5,24537.35,0,2024-07-18 11:00:00+05:30
1721281500,24538.55,24557.45,24528.65,24551.95,0,2024-07-18 11:15:00+05:30
1721282400,24552.55,24560.45,24504.45,24538.85,0,2024-07-18 11:30:00+05:30
1721283300,24538.6,24553.45,24529.9,24553.2,0,2024-07-18 11:45:00+05:30
1721284200,24553.0,24612.1,24541.45,24607.8,0,2024-07-18 12:00:00+05:30
1721285100,24607.0,24641.35,24599.75,24615.3,0,2024-07-18 12:15:00+05:30
1721286000,24615.25,24648.45,24610.0,24647.1,0,2024-07-18 12:30:00+05:30
1721286900,24646.75,24646.75,24614.7,24616.75,0,2024-07-18 12:45:00+05:30
1721287800,24616.55,24715.0,24611.45,24711.6,0,2024-07-18 13:00:00+05:30
1721288700,24716.3,24738.95,24697.9,24731.6,0,2024-07-18 13:15:00+05:30
1721289600,24731.5,24746.8,24711.9,24713.4,0,2024-07-18 13:30:00+05:30
1721290500,24713.05,24768.55,24706.95,24758.0,0,2024-07-18 13:45:00+05:30
1721291400,24758.35,24828.8,24757.8,24819.9,0,2024-07-18 14:00:00+05:30
1721292300,24820.4,24829.35,24793.1,24799.05,0,2024-07-18 14:15:00+05:30
1721293200,24799.9,24824.05,24774.2,24820.9,0,2024-07-18 14:30:00+05:30
1721294100,24820.85,24837.75,24785.9,24800.05,0,2024-07-18 14:45:00+05:30
1721295000,24799.85,24817.25,24788.8,24801.7,0,2024-07-18 15:00:00+05:30
1721295900,24802.05,24810.4,24775.95,24779.35,0,2024-07-18 15:15:00+05:30
1721360700,24853.8,24854.8,24727.75,24769.3,0,2024-07-19 09:15:00+05:30
1721361600,24769.4,24773.7,24741.0,24747.7,0,2024-07-19 09:30:00+05:30
1721362500,24748.7,24749.05,24704.3,24719.1,0,2024-07-19 09:45:00+05:30
1721363400,24718.9,24723.7,24684.2,24685.85,0,2024-07-19 10:00:00+05:30
1721364300,24684.95,24725.7,24678.4,24717.05,0,2024-07-19 10:15:00+05:30
1721365200,24716.55,24719.55,24681.75,24695.8,0,2024-07-19 10:30:00+05:30
1721366100,24694.6,24694.9,24656.8,24658.4,0,2024-07-19 10:45:00+05:30
1721367000,24657.55,24675.25,24643.95,24661.55,0,2024-07-19 11:00:00+05:30
1721367900,24660.45,24665.5,24640.4,24659.65,0,2024-07-19 11:15:00+05:30
1721368800,24659.3,24675.25,24632.9,24637.4,0,2024-07-19 11:30:00+05:30
1721369700,24637.05,24646.4,24621.85,24635.45,0,2024-07-19 11:45:00+05:30
1721370600,24634.45,24673.55,24634.15,24661.75,0,2024-07-19 12:00:00+05:30
1721371500,24661.65,24667.6,24627.95,24641.2,0,2024-07-19 12:15:00+05:30
1721372400,24641.35,24646.8,24611.65,24631.25,0,2024-07-19 12:30:00+05:30
1721373300,24631.4,24636.8,24607.25,24608.25,0,2024-07-19 12:45:00+05:30
1721374200,24607.4,24628.9,24595.85,24612.8,0,2024-07-19 13:00:00+05:30
1721375100,24611.35,24627.0,24590.1,24626.9,0,2024-07-19 13:15:00+05:30
1721376000,24626.1,24646.15,24604.25,24607.0,0,2024-07-19 13:30:00+05:30
1721376900,24606.5,24631.85,24604.25,24625.65,0,2024-07-19 13:45:00+05:30
1721377800,24627.15,24635.75,24554.25,24570.65,0,2024-07-19 14:00:00+05:30
1721378700,24570.25,24588.7,24552.2,24576.9,0,2024-07-19 14:15:00+05:30
1721379600,24577.65,24578.35,24537.7,24567.2,0,2024-07-19 14:30:00+05:30
1721380500,24567.35,24586.7,24524.75,24556.2,0,2024-07-19 14:45:00+05:30
1721381400,24556.6,24561.5,24519.75,24530.4,0,2024-07-19 15:00:00+05:30
1721382300,24531.85,24539.65,24508.15,24525.85,0,2024-07-19 15:15:00+05:30
1721619900,24445.75,24469.45,24362.3,24467.4,0,2024-07-22 09:15:00+05:30
1721620800,24468.25,24508.6,24450.25,24494.1,0,2024-07-22 09:30:00+05:30
1721621700,24493.4,24538.9,24488.6,24533.95,0,2024-07-22 09:45:00+05:30
1721622600,24532.15,24558.55,24501.0,24556.0,0,2024-07-22 10:00:00+05:30
1721623500,24555.65,24579.4,24548.8,24568.05,0,2024-07-22 10:15:00+05:30
1721624400,24567.6,24576.9,24551.4,24566.25,0,2024-07-22 10:30:00+05:30
1721625300,24566.3,24595.2,24564.35,24568.7,0,2024-07-22 10:45:00+05:30
1721626200,24567.2,24572.3,24531.1,24532.05,0,2024-07-22 11:00:00+05:30
1721627100,24531.4,24545.3,24507.35,24530.0,0,2024-07-22 11:15:00+05:30
1721628000,24531.55,24551.15,24524.4,24548.1,0,2024-07-22 11:30:00+05:30
1721628900,24547.9,24554.9,24528.2,24533.05,0,2024-07-22 11:45:00+05:30
1721629800,24532.85,24537.9,24514.2,24522.95,0,2024-07-22 12:00:00+05:30
1721630700,24523.15,24527.9,24485.4,24488.05,0,2024-07-22 12:15:00+05:30
1721631600,24488.65,24496.3,24465.55,24491.45,0,2024-07-22 12:30:00+05:30
1721632500,24491.6,24512.2,24487.25,24502.4,0,2024-07-22 12:45:00+05:30
1721633400,24502.9,24505.8,24481.05,24487.8,0,2024-07-22 13:00:00+05:30
1721634300,24487.3,24531.85,24487.3,24513.2,0,2024-07-22 13:15:00+05:30
1721635200,24513.6,24528.75,24513.25,24521.85,0,2024-07-22 13:30:00+05:30
1721636100,24522.5,24541.65,24518.85,24523.45,0,2024-07-22 13:45:00+05:30
1721637000,24523.25,24524.75,24491.5,24498.25,0,2024-07-22 14:00:00+05:30
1721637900,24498.15,24516.65,24480.8,24509.3,0,2024-07-22 14:15:00+05:30
1721638800,24509.4,24521.75,24502.55,24516.35,0,2024-07-22 14:30:00+05:30
1721639700,24516.55,24517.15,24493.0,24505.65,0,2024-07-22 14:45:00+05:30
1721640600,24505.8,24520.25,24493.25,24515.7,0,2024-07-22 15:00:00+05:30
1721641500,24516.25,24520.95,24504.7,24515.9,0,2024-07-22 15:15:00+05:30
1721706300,24568.9,24582.55,24502.6,24532.2,0,2024-07-23 09:15:00+05:30
1721707200,24531.65,24542.45,24467.45,24488.3,0,2024-07-23 09:30:00+05:30
1721708100,24488.8,24514.45,24474.1,24487.0,0,2024-07-23 09:45:00+05:30
1721709000,24485.75,24489.95,24445.6,24449.15,0,2024-07-23 10:00:00+05:30
1721709900,24449.9,24462.5,24423.75,24440.95,0,2024-07-23 10:15:00+05:30
1721710800,24441.45,24488.95,24438.45,24464.5,0,2024-07-23 10:30:00+05:30
1721711700,24463.25,24491.95,24443.8,24481.8,0,2024-07-23 10:45:00+05:30
1721712600,24482.25,24552.5,24482.25,24542.55,0,2024-07-23 11:00:00+05:30
1721713500,24543.5,24549.8,24380.3,24498.35,0,2024-07-23 11:15:00+05:30
1721714400,24498.6,24505.05,24454.8,24485.5,0,2024-07-23 11:30:00+05:30
1721715300,24487.0,24500.55,24438.8,24454.3,0,2024-07-23 11:45:00+05:30
1721716200,24450.9,24488.9,24429.5,24469.3,0,2024-07-23 12:00:00+05:30
1721717100,24468.65,24474.05,24141.25,24142.15,0,2024-07-23 12:15:00+05:30
1721718000,24142.6,24382.0,24074.2,24352.5,0,2024-07-23 12:30:00+05:30
1721718900,24353.4,24395.4,24280.75,24353.5,0,2024-07-23 12:45:00+05:30
1721719800,24354.35,24394.85,24279.45,24279.65,0,2024-07-23 13:00:00+05:30
1721720700,24280.4,24361.75,24277.3,24337.65,0,2024-07-23 13:15:00+05:30
1721721600,24337.5,24360.85,24310.75,24342.15,0,2024-07-23 13:30:00+05:30
1721722500,24343.5,24444.5,24318.95,24439.6,0,2024-07-23 13:45:00+05:30
1721723400,24439.35,24513.65,24413.9,24459.9,0,2024-07-23 14:00:00+05:30
1721724300,24460.15,24467.15,24427.55,24442.4,0,2024-07-23 14:15:00+05:30
1721725200,24444.1,24544.7,24432.8,24530.0,0,2024-07-23 14:30:00+05:30
1721726100,24530.1,24544.3,24484.45,24485.8,0,2024-07-23 14:45:00+05:30
1721727000,24484.8,24514.7,24459.25,24460.65,0,2024-07-23 15:00:00+05:30
1721727900,24459.45,24479.5,24446.75,24476.4,0,2024-07-23 15:15:00+05:30
1721792700,24444.95,24487.0,24405.6,24449.3,0,2024-07-24 09:15:00+05:30
1721793600,24449.1,24504.25,24395.15,24409.1,0,2024-07-24 09:30:00+05:30
1721794500,24408.1,24462.95,24373.45,24462.95,0,2024-07-24 09:45:00+05:30
1721795400,24462.9,24466.55,24428.4,24441.15,0,2024-07-24 10:00:00+05:30
1721796300,24442.4,24485.35,24397.25,24400.65,0,2024-07-24 10:15:00+05:30
1721797200,24401.15,24454.1,24401.15,24438.95,0,2024-07-24 10:30:00+05:30
1721798100,24439.65,24492.1,24430.7,24455.5,0,2024-07-24 10:45:00+05:30
1721799000,24454.75,24469.9,24423.4,24432.0,0,2024-07-24 11:00:00+05:30
1721799900,24432.35,24445.25,24405.5,24408.3,0,2024-07-24 11:15:00+05:30
1721800800,24408.4,24438.8,24384.15,24388.55,0,2024-07-24 11:30:00+05:30
1721801700,24388.8,24421.35,24388.5,24400.9,0,2024-07-24 11:45:00+05:30
1721802600,24401.25,24410.85,24367.8,24379.85,0,2024-07-24 12:00:00+05:30
1721803500,24378.35,24382.25,24307.25,24339.1,0,2024-07-24 12:15:00+05:30
1721804400,24339.25,24350.2,24312.2,24322.85,0,2024-07-24 12:30:00+05:30
1721805300,24322.55,24348.6,24319.85,24339.4,0,2024-07-24 12:45:00+05:30
1721806200,24339.95,24364.4,24329.65,24362.0,0,2024-07-24 13:00:00+05:30
1721807100,24362.15,24364.45,24331.9,24343.3,0,2024-07-24 13:15:00+05:30
1721808000,24342.5,24378.1,24320.6,24374.4,0,2024-07-24 13:30:00+05:30
1721808900,24374.75,24376.05,24315.4,24329.05,0,2024-07-24 13:45:00+05:30
1721809800,24329.5,24335.95,24310.5,24324.45,0,2024-07-24 14:00:00+05:30
1721810700,24326.3,24389.25,24322.25,24388.05,0,2024-07-24 14:15:00+05:30
1721811600,24387.15,24453.95,24386.9,24433.4,0,2024-07-24 14:30:00+05:30
1721812500,24432.3,24452.0,24415.15,24424.8,0,2024-07-24 14:45:00+05:30
1721813400,24425.7,24425.7,24380.25,24407.4,0,2024-07-24 15:00:00+05:30
1721814300,24407.65,24446.4,24397.75,24441.9,0,2024-07-24 15:15:00+05:30
1721879100,24230.95,24276.45,24210.8,24248.2,0,2024-07-25 09:15:00+05:30
1721880000,24248.15,24300.1,24242.05,24287.3,0,2024-07-25 09:30:00+05:30
1721880900,24287.65,24287.65,24245.15,24274.65,0,2024-07-25 09:45:00+05:30
1721881800,24273.15,24303.15,24267.7,24294.95,0,2024-07-25 10:00:00+05:30
1721882700,24294.8,24307.9,24270.85,24278.7,0,2024-07-25 10:15:00+05:30
1721883600,24278.3,24327.2,24277.15,24317.8,0,2024-07-25 10:30:00+05:30
1721884500,24317.2,24330.1,24305.2,24320.2,0,2024-07-25 10:45:00+05:30
1721885400,24318.8,24332.45,24309.8,24324.2,0,2024-07-25 11:00:00+05:30
1721886300,24324.05,24333.35,24295.1,24329.0,0,2024-07-25 11:15:00+05:30
1721887200,24328.45,24344.95,24326.7,24337.65,0,2024-07-25 11:30:00+05:30
1721888100,24337.0,24366.5,24333.95,24358.2,0,2024-07-25 11:45:00+05:30
1721889000,24357.4,24368.65,24345.75,24362.95,0,2024-07-25 12:00:00+05:30
1721889900,24362.15,24379.2,24358.9,24370.3,0,2024-07-25 12:15:00+05:30
1721890800,24369.85,24376.65,24354.7,24358.45,0,2024-07-25 12:30:00+05:30
1721891700,24358.4,24395.05,24357.25,24390.95,0,2024-07-25 12:45:00+05:30
1721892600,24390.7,24397.9,24381.15,24382.3,0,2024-07-25 13:00:00+05:30
1721893500,24381.8,24396.95,24380.3,24392.3,0,2024-07-25 13:15:00+05:30
1721894400,24392.15,24394.1,24361.05,24367.1,0,2024-07-25 13:30:00+05:30
1721895300,24366.0,24395.5,24364.4,24394.4,0,2024-07-25 13:45:00+05:30
1721896200,24394.2,24426.15,24392.6,24421.35,0,2024-07-25 14:00:00+05:30
1721897100,24422.45,24424.65,24405.7,24414.5,0,2024-07-25 14:15:00+05:30
1721898000,24415.15,24419.95,24380.1,24382.25,0,2024-07-25 14:30:00+05:30
1721898900,24383.25,24412.1,24382.15,24399.8,0,2024-07-25 14:45:00+05:30
1721899800,24400.55,24411.25,24389.3,24397.5,0,2024-07-25 15:00:00+05:30
1721900700,24396.5,24423.15,24388.95,24415.0,0,2024-07-25 15:15:00+05:30
1721965500,24423.35,24492.7,24410.9,24477.2,0,2024-07-26 09:15:00+05:30
1721966400,24477.65,24528.95,24462.0,24526.6,0,2024-07-26 09:30:00+05:30
1721967300,24526.4,24551.65,24511.45,24548.85,0,2024-07-26 09:45:00+05:30
1721968200,24548.65,24595.0,24548.0,24578.7,0,2024-07-26 10:00:00+05:30
1721969100,24578.45,24610.15,24576.25,24590.85,0,2024-07-26 10:15:00+05:30
1721970000,24590.65,24609.2,24590.05,24598.95,0,2024-07-26 10:30:00+05:30
1721970900,24599.05,24615.1,24590.1,24613.25,0,2024-07-26 10:45:00+05:30
1721971800,24613.35,24654.45,24610.6,24644.8,0,2024-07-26 11:00:00+05:30
1721972700,24643.95,24655.55,24637.65,24639.55,0,2024-07-26 11:15:00+05:30
1721973600,24639.95,24643.8,24623.6,24635.75,0,2024-07-26 11:30:00+05:30
1721974500,24635.6,24656.85,24634.3,24651.05,0,2024-07-26 11:45:00+05:30
1721975400,24650.8,24653.85,24638.5,24639.0,0,2024-07-26 12:00:00+05:30
1721976300,24638.95,24656.05,24637.1,24650.85,0,2024-07-26 12:15:00+05:30
1721977200,24651.0,24721.5,24648.35,24718.65,0,2024-07-26 12:30:00+05:30
1721978100,24718.15,24733.3,24711.35,24716.35,0,2024-07-26 12:45:00+05:30
1721979000,24715.85,24781.15,24715.85,24775.55,0,2024-07-26 13:00:00+05:30
1721979900,24777.1,24802.15,24758.2,24783.75,0,2024-07-26 13:15:00+05:30
1721980800,24781.8,24814.25,24776.55,24795.55,0,2024-07-26 13:30:00+05:30
1721981700,24794.45,24818.25,24758.35,24790.1,0,2024-07-26 13:45:00+05:30
1721982600,24787.35,24800.15,24766.25,24797.8,0,2024-07-26 14:00:00+05:30
1721983500,24797.75,24807.2,24759.45,24783.6,0,2024-07-26 14:15:00+05:30
1721984400,24783.25,24808.4,24778.6,24801.45,0,2024-07-26 14:30:00+05:30
1721985300,24800.25,24834.15,24797.0,24828.35,0,2024-07-26 14:45:00+05:30
1721986200,24827.1,24853.1,24810.75,24849.05,0,2024-07-26 15:00:00+05:30
1721987100,24848.0,24861.15,24830.4,24851.75,0,2024-07-26 15:15:00+05:30
